Casa;Fora;PlacarCasa;PlacarFora;PartidasCasa;PartidasFora;PartidasEmCasa;PartidasEmFora;TotalCasa;TotalProCasa;TotalContraCasa;TotalEmCasa;TotalProEmCasa;TotalContraEmCasa;TotalFora;TotalProFora;TotalContraFora;TotalEmFora;TotalProEmFora;TotalContraEmFora;Total15Casa;Total15EmCasa;Total25Casa;Total25EmCasa;Total15Fora;Total15EmFora;Total25Fora;Total25EmFora;
Chapecoense;Gremio;0;0;20;20;9;10;37;17;20;20;7;13;28;21;7;17;10;7;16;16;10;10;25;0;3;0
Vasco da Gama;CRB;4;0;20;20;10;9;31;19;12;13;11;2;42;19;23;18;8;10;24;24;16;16;21;0;14;0
Sport Recife;Guarani;2;1;20;20;9;9;25;13;12;10;8;2;34;12;22;15;5;10;24;24;17;17;18;0;8;0
Bahia;Nautico;3;0;20;20;10;9;32;21;11;18;13;5;44;18;26;14;8;6;19;19;3;3;16;0;10;0
Tombense;Sampaio Correa;3;0;20;20;10;10;37;19;18;21;13;8;46;25;21;16;6;10;15;15;3;3;23;0;16;0
Brusque;Cruzeiro;0;0;20;20;9;10;34;15;19;14;8;6;35;25;10;20;7;13;19;19;5;5;19;0;9;0
Londrina;Criciuma;1;1;20;20;10;9;41;21;20;22;14;8;40;21;19;19;7;12;17;17;11;11;19;0;6;0
Novorizontino;Vila Nova;1;1;20;20;10;9;44;20;24;23;12;11;32;12;20;21;8;13;22;22;15;15;16;0;3;0
Ponte Preta;Operario PR;3;0;20;20;9;10;30;13;17;8;5;3;42;19;23;22;8;14;26;26;4;4;22;0;12;0
CSA;Ituano;1;3;20;20;9;10;31;13;18;15;8;7;39;19;20;16;5;11;20;20;7;7;25;0;4;0
Vasco da Gama;Chapecoense;0;0;21;21;11;11;35;23;12;17;15;2;37;17;20;18;8;10;25;25;17;17;16;0;10;0
Sport Recife;Criciuma;1;1;21;21;10;10;28;15;13;13;10;3;42;22;20;15;5;10;25;25;18;18;19;0;6;0
Brusque;Sampaio Correa;1;1;21;21;10;11;34;15;19;14;8;6;49;25;24;20;7;13;19;19;5;5;17;0;5;0
CRB;Ponte Preta;1;1;21;21;11;11;46;19;27;19;11;8;33;16;17;27;8;19;26;26;18;18;27;0;5;0
Operario PR;Nautico;1;0;21;21;10;10;45;19;26;22;12;10;47;18;29;23;7;16;28;28;6;6;21;0;5;0
Vila Nova;Ituano;1;1;21;21;11;11;34;13;21;14;7;7;43;22;21;20;6;14;24;24;3;3;22;0;9;0
Guarani;Gremio;1;2;21;21;11;11;37;13;24;13;4;9;28;21;7;24;9;15;26;26;19;19;25;0;3;0
Bahia;CSA;1;0;21;21;11;11;35;24;11;21;16;5;35;14;21;14;8;6;20;20;4;4;21;0;8;0
Cruzeiro;Tombense;2;0;21;21;10;10;35;25;10;18;16;2;40;22;18;17;9;8;19;19;9;9;16;0;4;0
Novorizontino;Londrina;0;1;21;21;11;10;46;21;25;25;13;12;43;22;21;21;8;13;23;23;15;15;18;0;11;0
Gremio;Operario PR;5;1;22;22;10;11;31;23;8;20;17;3;46;20;26;11;6;5;28;28;21;21;28;0;6;0
Ituano;Sport Recife;4;1;22;22;10;11;45;23;22;16;9;7;30;16;14;29;14;15;26;26;9;9;26;0;18;0
